[ 2015-09-22T22:54:12+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 27 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [8] Undefined variable: menu_id3 IndexAction.class.php 第 78 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | SQL: SELECT `menu_id`,`menu_title`,`pid`,`func_name` FROM `cms_admin_menu` WHERE ( `status` = '1' ) AND ( `level` = '3' ) AND ( `menu_id` IN () ) ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 81 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] implode(): Invalid arguments passed IndexAction.class.php 第 84 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = '1' ) AND ( `level` = '2' ) AND ( `menu_id` IN () ) ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 90 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] implode(): Invalid arguments passed IndexAction.class.php 第 94 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `status` = '1' ) AND ( `level` = '1' ) AND ( `menu_id` IN () ) ORDER BY sort ASC  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 98 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | NOTIC: [8] Undefined variable: arr 32ab8e8c53f1d3a4ec4914ac5a4844a9.php 第 16 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/left | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `pid` = null ) AND ( `func_name` = 'top' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT * FROM `cms_rolepriv` WHERE ( `role_id` IN ('3') ) AND ( `menu_id` = null )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`func_name` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `pid` = null )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 54 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [2] implode(): Invalid arguments passed CommonAction.class.php 第 57 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id` FROM `cms_rolepriv` WHERE ( `role_id` IN ('3') ) AND ( `menu_id` IN () )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 62 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 149 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'top' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 154 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'top' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/top | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `pid` = null ) AND ( `func_name` = 'home' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT * FROM `cms_rolepriv` WHERE ( `role_id` IN ('3') ) AND ( `menu_id` = null )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id`,`func_name` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `pid` = null )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 54 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [2] implode(): Invalid arguments passed CommonAction.class.php 第 57 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id` FROM `cms_rolepriv` WHERE ( `role_id` IN ('3') ) AND ( `menu_id` IN () )  [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 62 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 149 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'home' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 154 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'home' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `role_name` FROM `cms_role` WHERE ( `is_del` = '0' ) AND ( `role_id` = '3' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT COUNT(*) AS tp_count FROM `cms_logadmin` WHERE ( `admin_id` = '155' ) AND ( `action` = 'login' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT MAX(log_id) AS tp_max FROM `cms_logadmin` WHERE ( `admin_id` = '155' ) AND ( `action` = 'login' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT * FROM `cms_logadmin` WHERE ( `admin_id` = '155' ) AND ( `action` = 'login' ) AND ( `log_id` < '835' ) ORDER BY log_id DESC LIMIT 1   [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | SQL: SELECT `site_title` FROM `cms_config` ORDER BY id ASC LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run WriteHtmlCache Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:35+08:00 ] /admin.php/index/home | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | SQL: SELECT `header_img` FROM `cms_config` ORDER BY id ASC LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:38+08:00 ] /admin.php/Common/logout/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 149 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.015625s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 154 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | NOTIC: [8] Use of undefined constant url - assumed 'url' CommonAction.class.php 第 138 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_template ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_parse ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_filter ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.015625s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_end ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Tag[ route_check ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Tag[ app_begin ] --START--
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 149 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | NOTIC: [8192] mysql_escape_string(): This function is deprecated; use mysql_real_escape_string() instead. DbMysql.class.php 第 409 行.
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 2 ) AND ( `func_name` = 'Index' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | SQL: SELECT `menu_id`,`menu_title`,`url` FROM `cms_admin_menu` WHERE ( `menu_id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | SQL: SELECT `menu_title`,`pid`,`url` FROM `cms_admin_menu` WHERE ( `status` = 1 ) AND ( `level` = 3 ) AND ( `func_name` = 'top' ) LIMIT 1   [ RunTime:0.015625s ]
[ 2015-09-22T23:03:47+08:00 ] /admin.php/index/top | NOTIC: [8] Undefined offset: 1 CommonAction.class.php 第 154 行.
